name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter
Marilyn,1995,9,18,18,27.2,-69.3,hurricane,1,80,966,NA,NA
Marilyn,1995,9,19,0,28.4,-69,hurricane,1,80,969,NA,NA
Marilyn,1995,9,19,6,29.6,-68.6,hurricane,1,75,970,NA,NA
Marilyn,1995,9,19,12,31,-68.2,hurricane,1,75,976,NA,NA
Marilyn,1995,9,19,18,32.6,-67.7,hurricane,1,80,974,NA,NA
Marilyn,1995,9,20,0,34.2,-66.8,hurricane,1,80,974,NA,NA
Marilyn,1995,9,20,6,35.8,-66.1,hurricane,1,75,976,NA,NA
Marilyn,1995,9,20,12,37.3,-65.2,hurricane,1,70,978,NA,NA
Marilyn,1995,9,20,18,38.3,-64.3,hurricane,1,70,980,NA,NA
Marilyn,1995,9,21,0,39,-63.3,hurricane,1,65,982,NA,NA
Marilyn,1995,9,21,6,39.3,-61.9,hurricane,1,65,984,NA,NA
Marilyn,1995,9,21,12,39.4,-60.6,hurricane,1,65,987,NA,NA
Marilyn,1995,9,21,18,39.6,-59.3,tropical storm,NA,60,990,NA,NA
Marilyn,1995,9,22,0,39.8,-58.3,tropical storm,NA,55,992,NA,NA
Marilyn,1995,9,22,6,39.7,-57.6,extratropical,NA,55,994,NA,NA
Marilyn,1995,9,22,12,39.4,-57.1,extratropical,NA,55,996,NA,NA
Marilyn,1995,9,22,18,39,-56.8,extratropical,NA,55,998,NA,NA
Marilyn,1995,9,23,0,38.4,-56.7,extratropical,NA,50,1000,NA,NA
Marilyn,1995,9,23,6,37.8,-56.7,extratropical,NA,45,1001,NA,NA
Marilyn,1995,9,23,12,37.1,-56.7,extratropical,NA,35,1002,NA,NA
Marilyn,1995,9,23,18,36.6,-56.8,extratropical,NA,30,1003,NA,NA
Marilyn,1995,9,24,0,35.9,-57.2,extratropical,NA,30,1004,NA,NA
Marilyn,1995,9,24,6,35,-58.1,extratropical,NA,30,1004,NA,NA
Marilyn,1995,9,24,12,33.8,-57.7,extratropical,NA,30,1005,NA,NA
Marilyn,1995,9,24,18,33,-57,extratropical,NA,30,1005,NA,NA
Marilyn,1995,9,25,0,32.6,-56.6,extratropical,NA,30,1005,NA,NA
Marilyn,1995,9,25,6,32,-56.3,extratropical,NA,30,1005,NA,NA
Marilyn,1995,9,25,12,31.1,-56,extratropical,NA,30,1005,NA,NA
Marilyn,1995,9,25,18,30.9,-55.1,extratropical,NA,30,1005,NA,NA
Marilyn,1995,9,26,0,31,-54.7,extratropical,NA,25,1006,NA,NA
Marilyn,1995,9,26,6,31.1,-54.2,extratropical,NA,25,1006,NA,NA
Marilyn,1995,9,26,12,31.3,-53.8,extratropical,NA,25,1007,NA,NA
Marilyn,1995,9,26,18,31.5,-53.4,extratropical,NA,25,1008,NA,NA
Marilyn,1995,9,27,0,31.7,-53.1,extratropical,NA,20,1009,NA,NA
Marilyn,1995,9,27,6,31.8,-52.6,extratropical,NA,20,1010,NA,NA
Marilyn,1995,9,27,12,32.2,-52.1,extratropical,NA,20,1011,NA,NA
Marilyn,1995,9,27,18,32.6,-51.7,extratropical,NA,20,1012,NA,NA
Marilyn,1995,9,28,0,32.9,-51.4,extratropical,NA,20,1013,NA,NA
Marilyn,1995,9,28,6,33.2,-51.1,extratropical,NA,20,1014,NA,NA
Marilyn,1995,9,28,12,33.6,-50.9,extratropical,NA,20,1014,NA,NA
Marilyn,1995,9,28,18,34,-50.6,extratropical,NA,20,1013,NA,NA
Marilyn,1995,9,29,0,34.3,-49.9,extratropical,NA,20,1013,NA,NA
Marilyn,1995,9,29,6,34.8,-49.1,extratropical,NA,20,1014,NA,NA
Marilyn,1995,9,29,12,35.3,-48.2,extratropical,NA,20,1014,NA,NA
Marilyn,1995,9,29,18,35.3,-47.2,extratropical,NA,20,1014,NA,NA
Marilyn,1995,9,30,0,34.9,-47.7,extratropical,NA,20,1015,NA,NA
Marilyn,1995,9,30,6,34.6,-48.5,extratropical,NA,20,1015,NA,NA
Marilyn,1995,9,30,12,34.6,-49.3,extratropical,NA,20,1016,NA,NA
Marilyn,1995,9,30,18,34.7,-50,extratropical,NA,20,1016,NA,NA
Marilyn,1995,10,1,0,34.8,-50.5,extratropical,NA,20,1016,NA,NA
Marilyn,1995,10,1,6,35,-51,extratropical,NA,20,1016,NA,NA
Marilyn,1995,10,1,12,35.2,-51.5,extratropical,NA,20,1016,NA,NA
Marilyn,1995,10,1,18,35.3,-51.9,extratropical,NA,20,1016,NA,NA
Noel,1995,9,26,18,10.4,-37.7,tropical depression,NA,25,1007,NA,NA
Noel,1995,9,27,0,10.9,-39,tropical depression,NA,30,1006,NA,NA
Noel,1995,9,27,6,11.4,-40,tropical depression,NA,30,1005,NA,NA
Noel,1995,9,27,12,12.1,-40.6,tropical storm,NA,35,1005,NA,NA
Noel,1995,9,27,18,12.8,-41,tropical storm,NA,40,1002,NA,NA
Noel,1995,9,28,0,13.5,-41.5,tropical storm,NA,45,1000,NA,NA
Noel,1995,9,28,6,14,-42,tropical storm,NA,50,998,NA,NA
Noel,1995,9,28,12,14.5,-42.4,tropical storm,NA,60,995,NA,NA
Noel,1995,9,28,18,15.2,-42.6,hurricane,1,65,987,NA,NA
Noel,1995,9,29,0,15.9,-42.6,hurricane,1,65,987,NA,NA
Noel,1995,9,29,6,16.5,-42.2,hurricane,1,65,987,NA,NA
Noel,1995,9,29,12,17.4,-41.9,hurricane,1,65,987,NA,NA
Noel,1995,9,29,18,18.2,-41.2,hurricane,1,65,987,NA,NA
Noel,1995,9,30,0,18.9,-40.6,hurricane,1,65,987,NA,NA
Noel,1995,9,30,6,19.4,-40.3,hurricane,1,65,987,NA,NA
Noel,1995,9,30,12,19.7,-40.2,tropical storm,NA,60,990,NA,NA
Noel,1995,9,30,18,19.8,-40.1,tropical storm,NA,55,993,NA,NA
Noel,1995,10,1,0,19.9,-40.2,tropical storm,NA,50,994,NA,NA
Noel,1995,10,1,6,20,-40.3,tropical storm,NA,50,995,NA,NA
Noel,1995,10,1,12,20.1,-40.4,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,1,18,20.5,-40.4,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,2,0,20.9,-40.2,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,2,6,21.5,-40.1,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,2,12,22.4,-40,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,2,18,23.5,-40.1,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,3,0,24.7,-40.3,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,3,6,25.7,-41,tropical storm,NA,40,1000,NA,NA
Noel,1995,10,3,12,26.7,-41.8,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,3,18,27.6,-42.4,tropical storm,NA,45,1000,NA,NA
Noel,1995,10,4,0,28.5,-42.8,tropical storm,NA,45,999,NA,NA
Noel,1995,10,4,6,29.5,-43.1,tropical storm,NA,50,998,NA,NA
Noel,1995,10,4,12,30.4,-43.1,tropical storm,NA,50,997,NA,NA
Noel,1995,10,4,18,31.3,-43,tropical storm,NA,55,994,NA,NA
Noel,1995,10,5,0,31.9,-42.7,hurricane,1,65,987,NA,NA
Noel,1995,10,5,6,32.2,-42.3,hurricane,1,65,987,NA,NA
Noel,1995,10,5,12,32.4,-41.5,hurricane,1,65,987,NA,NA
Noel,1995,10,5,18,32.4,-40.5,hurricane,1,65,987,NA,NA
Noel,1995,10,6,0,32.5,-39.4,tropical storm,NA,60,990,NA,NA
Noel,1995,10,6,6,32.5,-38.2,tropical storm,NA,55,994,NA,NA
Noel,1995,10,6,12,32.5,-36.9,tropical storm,NA,50,997,NA,NA
Noel,1995,10,6,18,32.7,-35.3,tropical storm,NA,40,1001,NA,NA
Noel,1995,10,7,0,33.2,-33.5,tropical storm,NA,35,1004,NA,NA
Noel,1995,10,7,6,34,-31,extratropical,NA,30,1000,NA,NA
Noel,1995,10,7,12,35,-29.5,extratropical,NA,30,997,NA,NA
Noel,1995,10,7,18,36,-28,extratropical,NA,30,995,NA,NA
Opal,1995,9,27,18,19.1,-87.3,tropical depression,NA,25,1004,NA,NA
Opal,1995,9,28,0,19.4,-87.5,tropical depression,NA,25,1004,NA,NA
Opal,1995,9,28,6,19.4,-87.9,tropical depression,NA,25,1004,NA,NA
Opal,1995,9,28,12,19.3,-88.2,tropical depression,NA,25,1003,NA,NA
Opal,1995,9,28,18,19.3,-88.4,tropical depression,NA,25,1003,NA,NA
Opal,1995,9,29,0,19.4,-88.4,tropical depression,NA,25,1003,NA,NA
Opal,1995,9,29,6,19.5,-88.4,tropical depression,NA,25,1003,NA,NA
Opal,1995,9,29,12,19.6,-88.3,tropical depression,NA,25,1003,NA,NA
Opal,1995,9,29,18,19.8,-88.2,tropical depression,NA,30,1003,NA,NA
Opal,1995,9,30,0,20.1,-88.2,tropical depression,NA,30,1002,NA,NA
Opal,1995,9,30,6,20.6,-88.3,tropical depression,NA,30,1002,NA,NA
Opal,1995,9,30,12,21.1,-88.5,tropical storm,NA,35,1001,NA,NA
Opal,1995,9,30,18,21.4,-89.1,tropical storm,NA,40,1000,NA,NA
Opal,1995,10,1,0,21.3,-89.9,tropical storm,NA,45,994,NA,NA
Opal,1995,10,1,6,21.1,-90.7,tropical storm,NA,45,987,NA,NA
Opal,1995,10,1,12,20.9,-91.2,tropical storm,NA,45,986,NA,NA
Opal,1995,10,1,18,20.8,-91.6,tropical storm,NA,50,985,NA,NA
Opal,1995,10,2,0,20.7,-91.9,tropical storm,NA,55,984,NA,NA
Opal,1995,10,2,6,20.8,-92.1,tropical storm,NA,60,980,NA,NA
Opal,1995,10,2,12,21,-92.3,hurricane,1,65,973,NA,NA
Opal,1995,10,2,18,21.2,-92.3,hurricane,1,65,972,NA,NA
Opal,1995,10,3,0,21.7,-92.2,hurricane,1,70,970,NA,NA
Opal,1995,10,3,6,22.2,-92,hurricane,1,75,969,NA,NA
Opal,1995,10,3,12,22.8,-91.6,hurricane,1,80,968,NA,NA
Opal,1995,10,3,18,23.5,-91,hurricane,2,85,965,NA,NA
Opal,1995,10,4,0,24.5,-90.1,hurricane,3,100,953,NA,NA
Opal,1995,10,4,6,25.9,-89.4,hurricane,3,110,935,NA,NA
Opal,1995,10,4,10,26.6,-88.8,hurricane,4,130,916,NA,NA
Opal,1995,10,4,12,27.3,-88.5,hurricane,4,130,919,NA,NA
Opal,1995,10,4,18,29,-87.7,hurricane,3,110,938,NA,NA
Opal,1995,10,4,22,30.3,-87.1,hurricane,3,100,942,NA,NA
Opal,1995,10,5,0,31,-86.8,hurricane,1,80,950,NA,NA
Opal,1995,10,5,6,33.2,-86.2,tropical storm,NA,50,974,NA,NA
Opal,1995,10,5,12,35.4,-85.7,tropical depression,NA,30,982,NA,NA
Opal,1995,10,5,18,38.5,-83.5,extratropical,NA,40,986,NA,NA
Opal,1995,10,6,0,40.5,-82.3,extratropical,NA,40,989,NA,NA
Opal,1995,10,6,6,42,-80.5,extratropical,NA,40,991,NA,NA
Opal,1995,10,6,12,43.3,-78.4,extratropical,NA,35,997,NA,NA
Opal,1995,10,6,18,44.5,-76.5,extratropical,NA,30,1002,NA,NA
Pablo,1995,10,4,18,8.3,-31.4,tropical depression,NA,30,1009,NA,NA
Pablo,1995,10,5,0,8.4,-32.8,tropical depression,NA,30,1009,NA,NA
Pablo,1995,10,5,6,9.3,-35.1,tropical depression,NA,30,1008,NA,NA
Pablo,1995,10,5,12,10.2,-37.5,tropical storm,NA,35,1006,NA,NA
Pablo,1995,10,5,18,11.1,-40.1,tropical storm,NA,40,1003,NA,NA
Pablo,1995,10,6,0,11.5,-41.9,tropical storm,NA,50,997,NA,NA
Pablo,1995,10,6,6,12,-44,tropical storm,NA,50,994,NA,NA
Pablo,1995,10,6,12,12.2,-45.8,tropical storm,NA,50,995,NA,NA
Pablo,1995,10,6,18,12.4,-47.5,tropical storm,NA,45,998,NA,NA
Pablo,1995,10,7,0,12.5,-48.8,tropical storm,NA,45,1000,NA,NA
Pablo,1995,10,7,6,12.7,-50,tropical storm,NA,45,1000,NA,NA
Pablo,1995,10,7,12,12.8,-51.1,tropical storm,NA,45,1000,NA,NA
Pablo,1995,10,7,18,12.6,-52.3,tropical storm,NA,45,1000,NA,NA
Pablo,1995,10,8,0,12.5,-53.9,tropical storm,NA,45,1001,NA,NA
Pablo,1995,10,8,6,12.3,-55.7,tropical storm,NA,45,1007,NA,NA
Pablo,1995,10,8,12,12.1,-57.5,tropical depression,NA,30,1009,NA,NA
Roxanne,1995,10,7,18,14,-82.1,tropical depression,NA,25,1005,NA,NA
Roxanne,1995,10,8,0,14.2,-82.7,tropical depression,NA,25,1005,NA,NA
Roxanne,1995,10,8,6,14.8,-83,tropical depression,NA,25,1005,NA,NA
Roxanne,1995,10,8,12,15,-83.2,tropical depression,NA,25,1005,NA,NA
Roxanne,1995,10,8,18,15.7,-83.2,tropical depression,NA,30,1004,NA,NA
Roxanne,1995,10,9,0,16.5,-83.1,tropical storm,NA,35,1002,NA,NA
Roxanne,1995,10,9,6,17.2,-83,tropical storm,NA,40,1001,NA,NA
Roxanne,1995,10,9,12,17.9,-82.9,tropical storm,NA,45,999,NA,NA
Roxanne,1995,10,9,18,18.4,-82.9,tropical storm,NA,50,995,NA,NA
Roxanne,1995,10,10,0,18.9,-83.7,tropical storm,NA,60,989,NA,NA
Roxanne,1995,10,10,6,19.2,-84.3,hurricane,1,70,985,NA,NA
Roxanne,1995,10,10,12,19.4,-85,hurricane,1,80,972,NA,NA
Roxanne,1995,10,10,18,19.9,-86,hurricane,2,95,966,NA,NA
Roxanne,1995,10,10,21,20,-86.7,hurricane,3,100,956,NA,NA
Roxanne,1995,10,11,0,20,-87,hurricane,3,100,958,NA,NA
Roxanne,1995,10,11,2,20,-87.6,hurricane,3,100,958,NA,NA
Roxanne,1995,10,11,6,20,-88.1,hurricane,2,90,970,NA,NA
Roxanne,1995,10,11,12,19.9,-89.1,hurricane,1,75,983,NA,NA
Roxanne,1995,10,11,18,19.7,-90,hurricane,1,70,987,NA,NA
Roxanne,1995,10,12,0,19.5,-90.8,hurricane,1,65,990,NA,NA
Roxanne,1995,10,12,6,19.5,-91.5,hurricane,1,65,992,NA,NA
Roxanne,1995,10,12,12,19.5,-92.2,tropical storm,NA,55,994,NA,NA
Roxanne,1995,10,12,18,19.7,-92.6,tropical storm,NA,55,995,NA,NA
Roxanne,1995,10,13,0,20.1,-92.8,tropical storm,NA,55,993,NA,NA
Roxanne,1995,10,13,6,20.5,-93.1,tropical storm,NA,55,993,NA,NA
Roxanne,1995,10,13,12,21,-93.6,tropical storm,NA,55,992,NA,NA
Roxanne,1995,10,13,18,21.4,-93.9,tropical storm,NA,55,988,NA,NA
Roxanne,1995,10,14,0,21.8,-93.9,tropical storm,NA,55,982,NA,NA
Roxanne,1995,10,14,6,22.2,-93.9,tropical storm,NA,60,981,NA,NA
Roxanne,1995,10,14,12,22.3,-93.8,hurricane,1,65,980,NA,NA
Roxanne,1995,10,14,18,22.3,-93.3,hurricane,1,70,980,NA,NA
Roxanne,1995,10,15,0,21.8,-92.9,hurricane,1,70,979,NA,NA
Roxanne,1995,10,15,6,21.4,-92.4,hurricane,1,75,979,NA,NA
Roxanne,1995,10,15,12,21,-91.9,hurricane,1,75,980,NA,NA
Roxanne,1995,10,15,18,20.6,-91.6,hurricane,1,75,980,NA,NA
Roxanne,1995,10,16,0,20.4,-91.5,hurricane,1,75,981,NA,NA
Roxanne,1995,10,16,6,20.3,-91.7,hurricane,1,70,984,NA,NA
Roxanne,1995,10,16,12,20.3,-92,hurricane,1,65,985,NA,NA
Roxanne,1995,10,16,18,20.4,-92.2,hurricane,1,65,987,NA,NA
Roxanne,1995,10,17,0,20.6,-92.4,hurricane,1,65,991,NA,NA
Roxanne,1995,10,17,6,20.9,-92.6,tropical storm,NA,60,995,NA,NA
Roxanne,1995,10,17,12,21.2,-92.9,tropical storm,NA,55,998,NA,NA
Roxanne,1995,10,17,18,21.3,-93.1,tropical storm,NA,50,1000,NA,NA
Roxanne,1995,10,18,0,21.5,-93.3,tropical storm,NA,45,1003,NA,NA
Roxanne,1995,10,18,6,21.8,-93.6,tropical storm,NA,40,1004,NA,NA
Roxanne,1995,10,18,12,22.2,-94.2,tropical storm,NA,35,1005,NA,NA
Roxanne,1995,10,18,18,22.3,-94.7,tropical storm,NA,35,1008,NA,NA
Roxanne,1995,10,19,0,22.3,-95.1,tropical depression,NA,30,1009,NA,NA
Roxanne,1995,10,19,6,22.4,-95.4,tropical depression,NA,30,1009,NA,NA
Roxanne,1995,10,19,12,22.3,-95.5,tropical depression,NA,30,1009,NA,NA
Roxanne,1995,10,19,18,22.3,-95.6,tropical depression,NA,30,1009,NA,NA
Roxanne,1995,10,20,0,22.4,-95.6,tropical depression,NA,30,1009,NA,NA
Roxanne,1995,10,20,6,22,-95.5,tropical depression,NA,30,1009,NA,NA
Roxanne,1995,10,20,12,21.5,-95.5,tropical depression,NA,25,1009,NA,NA
Roxanne,1995,10,20,18,20.5,-95.5,tropical depression,NA,25,1010,NA,NA
Roxanne,1995,10,21,0,19.5,-96,tropical depression,NA,25,1011,NA,NA
Sebastien,1995,10,20,12,13.8,-53.8,tropical depression,NA,25,1006,NA,NA
Sebastien,1995,10,20,18,14.8,-54.5,tropical depression,NA,30,1005,NA,NA
Sebastien,1995,10,21,0,16,-55.1,tropical storm,NA,35,1004,NA,NA
Sebastien,1995,10,21,6,17.6,-55.9,tropical storm,NA,35,1004,NA,NA
Sebastien,1995,10,21,12,19,-56.3,tropical storm,NA,40,1005,NA,NA
Sebastien,1995,10,21,18,20.1,-56.6,tropical storm,NA,40,1007,NA,NA
Sebastien,1995,10,22,0,21.2,-56.7,tropical storm,NA,40,1007,NA,NA
Sebastien,1995,10,22,6,21.8,-56.8,tropical storm,NA,40,1006,NA,NA
Sebastien,1995,10,22,12,22,-57.7,tropical storm,NA,45,1004,NA,NA
Sebastien,1995,10,22,18,21.5,-58.5,tropical storm,NA,55,1001,NA,NA
Sebastien,1995,10,23,0,20.9,-59.5,tropical storm,NA,50,1001,NA,NA
Sebastien,1995,10,23,6,20.1,-60.4,tropical storm,NA,45,1002,NA,NA
Sebastien,1995,10,23,12,19.4,-61,tropical storm,NA,40,1003,NA,NA
Sebastien,1995,10,23,18,19,-61.7,tropical storm,NA,35,1004,NA,NA
Sebastien,1995,10,24,0,18.6,-62.3,tropical depression,NA,30,1005,NA,NA
Sebastien,1995,10,24,6,18.3,-63,tropical depression,NA,30,1007,NA,NA
Sebastien,1995,10,24,12,18,-63.7,tropical depression,NA,30,1007,NA,NA
Sebastien,1995,10,24,18,17.7,-64.3,tropical depression,NA,25,1007,NA,NA
Sebastien,1995,10,25,0,17.5,-64.5,tropical depression,NA,20,1008,NA,NA
Tanya,1995,10,27,0,24.6,-59.2,tropical depression,NA,30,1004,NA,NA
Tanya,1995,10,27,6,25.3,-58.6,tropical depression,NA,30,1002,NA,NA
Tanya,1995,10,27,12,26.2,-57.9,tropical storm,NA,35,1001,NA,NA
Tanya,1995,10,27,18,27.1,-57.1,tropical storm,NA,40,998,NA,NA
Tanya,1995,10,28,0,27.2,-56.6,tropical storm,NA,45,997,NA,NA
Tanya,1995,10,28,6,27.3,-56.2,tropical storm,NA,45,996,NA,NA
Tanya,1995,10,28,12,27.2,-55.7,tropical storm,NA,50,995,NA,NA
Tanya,1995,10,28,18,27.5,-54.7,tropical storm,NA,55,992,NA,NA
Tanya,1995,10,29,0,28.4,-54.2,tropical storm,NA,60,990,NA,NA
Tanya,1995,10,29,6,29.6,-54.2,tropical storm,NA,60,987,NA,NA
Tanya,1995,10,29,12,30.5,-54.9,hurricane,1,65,983,NA,NA
Tanya,1995,10,29,18,31.2,-55.3,hurricane,1,70,982,NA,NA
Tanya,1995,10,30,0,31.8,-54.8,hurricane,1,70,980,NA,NA
Tanya,1995,10,30,6,32.6,-54.2,hurricane,1,70,980,NA,NA
Tanya,1995,10,30,12,33.1,-53.4,hurricane,1,70,979,NA,NA
Tanya,1995,10,30,18,33.8,-51.8,hurricane,1,75,977,NA,NA
Tanya,1995,10,31,0,34.6,-50.1,hurricane,1,75,975,NA,NA
Tanya,1995,10,31,6,35.4,-48.3,hurricane,1,75,972,NA,NA
Tanya,1995,10,31,12,36.2,-45.8,hurricane,1,75,973,NA,NA
Tanya,1995,10,31,18,37.1,-43.2,hurricane,1,75,973,NA,NA
Tanya,1995,11,1,0,37.8,-40.4,hurricane,1,70,974,NA,NA
Tanya,1995,11,1,6,37.7,-37.9,hurricane,1,65,974,NA,NA
Tanya,1995,11,1,12,37.4,-35.4,tropical storm,NA,60,974,NA,NA
Tanya,1995,11,1,18,37.7,-31.8,tropical storm,NA,55,972,NA,NA
Tanya,1995,11,2,0,39.2,-28.2,extratropical,NA,55,970,NA,NA
Tanya,1995,11,2,6,41.8,-25.7,extratropical,NA,55,971,NA,NA
Tanya,1995,11,2,12,44.5,-24,extratropical,NA,50,974,NA,NA
Tanya,1995,11,2,18,47.5,-23,extratropical,NA,45,976,NA,NA
Tanya,1995,11,3,0,50.5,-24,extratropical,NA,40,977,NA,NA
Arthur,1996,6,17,18,26.8,-77.8,tropical depression,NA,25,1010,NA,NA
Arthur,1996,6,18,0,27.7,-78.3,tropical depression,NA,25,1010,NA,NA
Arthur,1996,6,18,6,28.6,-78.8,tropical depression,NA,25,1009,NA,NA
Arthur,1996,6,18,12,29.7,-78.8,tropical depression,NA,25,1008,NA,NA
Arthur,1996,6,18,18,30.6,-78.7,tropical depression,NA,30,1008,NA,NA
Arthur,1996,6,19,0,31.5,-78.7,tropical storm,NA,35,1004,NA,NA
Arthur,1996,6,19,6,32.3,-78.6,tropical storm,NA,35,1006,NA,NA
Arthur,1996,6,19,12,33.2,-78.1,tropical storm,NA,40,1005,NA,NA
Arthur,1996,6,19,18,33.9,-77.3,tropical storm,NA,40,1005,NA,NA
Arthur,1996,6,20,0,34.7,-76.4,tropical storm,NA,35,1005,NA,NA
Arthur,1996,6,20,6,35.5,-75.4,tropical storm,NA,35,1005,NA,NA
Arthur,1996,6,20,12,36.4,-74.1,tropical depression,NA,30,1005,NA,NA
Arthur,1996,6,20,18,36.9,-72.5,tropical depression,NA,30,1004,NA,NA
Arthur,1996,6,21,0,37.3,-70.3,tropical depression,NA,30,1003,NA,NA
Arthur,1996,6,21,6,37.3,-66.5,tropical depression,NA,30,1002,NA,NA
Arthur,1996,6,21,12,37.5,-62,extratropical,NA,35,1001,NA,NA
Arthur,1996,6,21,18,37.8,-56.2,extratropical,NA,45,1000,NA,NA
Arthur,1996,6,22,0,38.5,-50.5,extratropical,NA,45,998,NA,NA
Arthur,1996,6,22,6,40,-47,extratropical,NA,45,995,NA,NA
Arthur,1996,6,22,12,41,-43,extratropical,NA,45,993,NA,NA
Arthur,1996,6,22,18,42.5,-40,extratropical,NA,45,992,NA,NA
Arthur,1996,6,23,0,44,-37,extratropical,NA,45,996,NA,NA
Bertha,1996,7,5,0,9.8,-34,tropical depression,NA,30,1009,NA,NA
Bertha,1996,7,5,6,10.2,-36.3,tropical depression,NA,30,1008,NA,NA
Bertha,1996,7,5,12,11,-39,tropical storm,NA,35,1007,NA,NA
Bertha,1996,7,5,18,12,-41.2,tropical storm,NA,35,1006,NA,NA
Bertha,1996,7,6,0,12.7,-43.9,tropical storm,NA,35,1005,NA,NA
Bertha,1996,7,6,6,13.1,-46.6,tropical storm,NA,35,1004,NA,NA
Bertha,1996,7,6,12,13.7,-48.7,tropical storm,NA,40,1002,NA,NA
Bertha,1996,7,6,18,14.2,-51,tropical storm,NA,45,1000,NA,NA
Bertha,1996,7,7,0,14.9,-52.9,tropical storm,NA,50,999,NA,NA
Bertha,1996,7,7,6,15.6,-54.8,tropical storm,NA,55,997,NA,NA
Bertha,1996,7,7,12,16.4,-56.9,tropical storm,NA,60,995,NA,NA
Bertha,1996,7,7,18,16.5,-58.4,hurricane,1,70,992,NA,NA
Bertha,1996,7,8,0,17,-60.1,hurricane,1,75,988,NA,NA
Bertha,1996,7,8,6,17.5,-61.8,hurricane,1,75,985,NA,NA
Bertha,1996,7,8,12,18,-63.5,hurricane,1,70,983,NA,NA
Bertha,1996,7,8,18,18.6,-64.9,hurricane,1,75,978,NA,NA
Bertha,1996,7,9,0,19.4,-66.1,hurricane,1,80,970,NA,NA
Bertha,1996,7,9,6,20.3,-67.7,hurricane,3,100,960,NA,NA
Bertha,1996,7,9,12,21.4,-69.4,hurricane,3,100,965,NA,NA
Bertha,1996,7,9,18,22.5,-71.1,hurricane,2,90,967,NA,NA
Bertha,1996,7,10,0,23.6,-72.6,hurricane,2,85,969,NA,NA
Bertha,1996,7,10,6,24.5,-74,hurricane,1,80,971,NA,NA
Bertha,1996,7,10,12,25.4,-75.3,hurricane,1,80,968,NA,NA
Bertha,1996,7,10,18,26.4,-75.8,hurricane,1,80,966,NA,NA
Bertha,1996,7,11,0,27.5,-76.4,hurricane,1,75,968,NA,NA
Bertha,1996,7,11,6,28.3,-76.8,hurricane,1,75,972,NA,NA
Bertha,1996,7,11,12,29.2,-77.5,hurricane,1,75,977,NA,NA
Bertha,1996,7,11,18,30,-78,hurricane,1,70,980,NA,NA
Bertha,1996,7,12,0,30.7,-78.3,hurricane,1,70,982,NA,NA
Bertha,1996,7,12,6,31.2,-78.6,hurricane,1,70,984,NA,NA
Bertha,1996,7,12,12,32.2,-78.4,hurricane,2,85,975,NA,NA
Bertha,1996,7,12,18,33.6,-78.1,hurricane,2,90,974,NA,NA
Bertha,1996,7,12,20,34.3,-77.8,hurricane,2,90,974,NA,NA
Bertha,1996,7,13,0,35,-77.6,hurricane,1,65,993,NA,NA
Bertha,1996,7,13,6,36.7,-77,tropical storm,NA,60,993,NA,NA
Bertha,1996,7,13,12,38.3,-76.1,tropical storm,NA,60,994,NA,NA
Bertha,1996,7,13,18,40.2,-74.5,tropical storm,NA,60,994,NA,NA
Bertha,1996,7,14,0,42.1,-71.9,tropical storm,NA,60,994,NA,NA
Bertha,1996,7,14,6,44.1,-69,tropical storm,NA,55,995,NA,NA
Bertha,1996,7,14,12,46,-66,extratropical,NA,50,995,NA,NA
Bertha,1996,7,14,18,47,-62,extratropical,NA,50,995,NA,NA
Bertha,1996,7,15,0,48,-57,extratropical,NA,50,995,NA,NA
Bertha,1996,7,15,6,49,-52,extratropical,NA,45,996,NA,NA
Bertha,1996,7,15,12,51,-47,extratropical,NA,40,996,NA,NA
Bertha,1996,7,15,18,54,-44,extratropical,NA,40,996,NA,NA
Bertha,1996,7,16,0,57.5,-42.5,extratropical,NA,40,991,NA,NA
Bertha,1996,7,16,6,58.5,-42.5,extratropical,NA,40,988,NA,NA
Bertha,1996,7,16,12,59.5,-42,extratropical,NA,45,988,NA,NA
Bertha,1996,7,16,18,59.8,-41,extratropical,NA,45,985,NA,NA
Bertha,1996,7,17,0,60,-40,extratropical,NA,40,993,NA,NA
Bertha,1996,7,17,6,60.5,-39,extratropical,NA,35,1001,NA,NA
Cesar,1996,7,24,18,11.8,-62.6,tropical depression,NA,25,1009,NA,NA
Cesar,1996,7,25,0,11.9,-64.7,tropical depression,NA,25,1009,NA,NA
Cesar,1996,7,25,6,11.9,-66.5,tropical depression,NA,30,1007,NA,NA
Cesar,1996,7,25,12,12.1,-68.1,tropical storm,NA,40,1004,NA,NA
Cesar,1996,7,25,18,12.3,-69.6,tropical storm,NA,40,1002,NA,NA
Cesar,1996,7,26,0,12.4,-71,tropical storm,NA,40,1002,NA,NA
Cesar,1996,7,26,6,12.4,-72.7,tropical storm,NA,40,1002,NA,NA
Cesar,1996,7,26,12,12.3,-74.5,tropical storm,NA,45,1002,NA,NA
